iteration,field,type,id,2022-01-01 01:00:00,2022-01-01 01:30:00,2022-01-01 02:00:00,2022-01-01 02:30:00,2022-01-01 03:00:00,2022-01-01 03:30:00,2022-01-01 04:00:00,2022-01-01 04:30:00,2022-01-01 05:00:00,2022-01-01 05:30:00,2022-01-01 06:00:00,2022-01-01 06:30:00,2022-01-01 07:00:00,2022-01-01 07:30:00,2022-01-01 08:00:00,2022-01-01 08:30:00,2022-01-01 09:00:00,2022-01-01 09:30:00,2022-01-01 10:00:00,2022-01-01 10:30:00,2022-01-01 11:00:00,2022-01-01 11:30:00,2022-01-01 12:00:00,2022-01-01 12:30:00,2022-01-01 13:00:00,2022-01-01 13:30:00,2022-01-01 14:00:00,2022-01-01 14:30:00,2022-01-01 15:00:00,2022-01-01 15:30:00,2022-01-01 16:00:00,2022-01-01 16:30:00,2022-01-01 17:00:00,2022-01-01 17:30:00,2022-01-01 18:00:00,2022-01-01 18:30:00,2022-01-01 19:00:00,2022-01-01 19:30:00,2022-01-01 20:00:00,2022-01-01 20:30:00,2022-01-01 21:00:00,2022-01-01 21:30:00,2022-01-01 22:00:00,2022-01-01 22:30:00,2022-01-01 23:00:00,2022-01-01 23:30:00,2022-01-02 00:00:00,2022-01-02 00:30:00,2022-01-02 01:00:00,2022-01-02 01:30:00,2022-01-02 02:00:00,2022-01-02 02:30:00,2022-01-02 03:00:00,2022-01-02 03:30:00,2022-01-02 04:00:00,2022-01-02 04:30:00,2022-01-02 05:00:00,2022-01-02 05:30:00,2022-01-02 06:00:00,2022-01-02 06:30:00,2022-01-02 07:00:00,2022-01-02 07:30:00,2022-01-02 08:00:00,2022-01-02 08:30:00,2022-01-02 09:00:00,2022-01-02 09:30:00,2022-01-02 10:00:00,2022-01-02 10:30:00,2022-01-02 11:00:00,2022-01-02 11:30:00,2022-01-02 12:00:00,2022-01-02 12:30:00,2022-01-02 13:00:00,2022-01-02 13:30:00,2022-01-02 14:00:00,2022-01-02 14:30:00,2022-01-02 15:00:00,2022-01-02 15:30:00,2022-01-02 16:00:00,2022-01-02 16:30:00
0,p_mw,bus,bus1,-325.37759390499565,-325.37759390499565,-201.30414167318364,-201.30414167318364,-171.70639817919144,-171.70639817919144,-256.4183320182757,-256.4183320182757,-279.63463999056074,-279.63463999056074,-189.91372077988618,-189.91372077988618,-212.53934385169904,-212.53934385169904,-156.3756697230392,-156.3756697230392,-279.17724277773317,-279.17724277773317,-316.506318379877,-316.506318379877,-147.2300877619153,-147.2300877619153,-179.14136389049938,-179.14136389049938,-251.59714105138195,-251.59714105138195,-201.9788602683836,-201.9788602683836,-141.1709845017418,-141.1709845017418,-160.09606879180532,-160.09606879180532,-183.07692384744885,-183.07692384744885,-183.28827259398304,-183.28827259398304,-113.21291093831411,-113.21291093831411,-87.23716083421344,-87.23716083421344,-289.5177580257074,-289.5177580257074,-243.39963808616247,-243.39963808616247,-102.09725319740271,-102.09725319740271,-161.51827020183683,-161.51827020183683,-208.381170614005,-208.381170614005,-110.28076013989555,-110.28076013989555,-112.42165604720222,-112.42165604720222,-306.7989089882179,-306.7989089882179,-17.67760153655491,-17.67760153655491,-341.7809184990792,-341.7809184990792,-212.00654315823826,-212.00654315823826,-274.00032006625753,-274.00032006625753,-158.82335475809705,-158.82335475809705,-148.92391612222224,-148.92391612222224,-159.24048437093538,-159.24048437093538,-279.1548166385475,-279.1548166385475,-172.49766578805236,-172.49766578805236,-174.73581727861875,-174.73581727861875,-305.8584387972032,-305.8584387972032,-78.50853863387515,-78.50853863387515
0,p_mw,bus,bus10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,p_mw,bus,bus11,-58.60356269865429,-58.60356269865429,-29.875146751006525,-29.875146751006525,-7.468680574680434,-7.468680574680434,-5.2384532822456435,-5.2384532822456435,-15.282294433606353,-15.282294433606353,-48.34818674395581,-48.34818674395581,-23.87468295460053,-23.87468295460053,-8.176270253164972,-8.176270253164972,-72.63049406832079,-72.63049406832079,-14.186476562378232,-14.186476562378232,-8.961777378721223,-8.961777378721223,-18.699716238674966,-18.699716238674966,-21.671349606208537,-21.671349606208537,-11.636568971588531,-11.636568971588531,-35.43943103100105,-35.43943103100105,-54.34424665298394,-54.34424665298394,-46.13156600482404,-46.13156600482404,-9.539074433030294,-9.539074433030294,-2.725556795296768,-2.725556795296768,-12.342192352421307,-12.342192352421307,-34.04706191585524,-34.04706191585524,-31.564131467877814,-31.564131467877814,-5.450549517394137,-5.450549517394137,-26.27608084907638,-26.27608084907638,-33.6288448975514,-33.6288448975514,-5.4918629847637135,-5.4918629847637135,-10.470033464384272,-10.470033464384272,-60.54273430355181,-60.54273430355181,-6.420538224599895,-6.420538224599895,-38.40483187218376,-38.40483187218376,-29.56368948332272,-29.56368948332272,-39.10316188321815,-39.10316188321815,-6.9154988703613185,-6.9154988703613185,-58.57815835296924,-58.57815835296924,-48.78660909064746,-48.78660909064746,-54.924726500331985,-54.924726500331985,-52.59594569577604,-52.59594569577604,-29.56733400324981,-29.56733400324981,-16.505634159436795,-16.505634159436795,-24.15846317427878,-24.15846317427878
0,p_mw,bus,bus12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,p_mw,bus,bus13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,p_mw,bus,bus14,18.51149515620341,18.51149515620341,25.8216398721583,25.8216398721583,15.139846487858904,15.139846487858904,14.057153215737003,14.057153215737003,34.769894701351745,34.769894701351745,1.2908381869684717,1.2908381869684717,9.391038061691063,9.391038061691063,29.74454284920847,29.74454284920847,32.21467538333343,32.21467538333343,6.06482203904568,6.06482203904568,29.897647380607907,29.897647380607907,7.693369943584173,7.693369943584173,11.06707605104657,11.06707605104657,13.47534120425297,13.47534120425297,23.852924444568202,23.852924444568202,26.70163821027728,26.70163821027728,2.979115612977523,2.979115612977523,25.016414200379415,25.016414200379415,0.22382242181816991,0.22382242181816991,32.03107788010112,32.03107788010112,23.654189602898555,23.654189602898555,18.643492914480817,18.643492914480817,17.908309647984822,17.908309647984822,1.697389633620503,1.697389633620503,16.21330062192169,16.21330062192169,7.5164526279336314,7.5164526279336314,26.682581635043874,26.682581635043874,15.737030395495594,15.737030395495594,18.526972466715875,18.526972466715875,3.2852857421399904,3.2852857421399904,23.455330035457166,23.455330035457166,16.490662737202285,16.490662737202285,7.5672588484642915,7.5672588484642915,30.97918145052944,30.97918145052944,29.840619782606723,29.840619782606723,2.9077882765999448,2.9077882765999448,17.47752896001316,17.47752896001316,5.766369475332567,5.766369475332567,27.51716481593587,27.51716481593587,22.59283614222886,22.59283614222886
0,p_mw,bus,bus15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,p_mw,bus,bus16,-67.37231578232843,-67.37231578232843,-28.479940560451098,-28.479940560451098,-22.798794631650196,-22.798794631650196,-19.122525088791235,-19.122525088791235,-29.18310314285452,-29.18310314285452,-47.77547885213778,-47.77547885213778,-29.246323601309143,-29.246323601309143,-21.77152764458208,-21.77152764458208,-58.19480533600904,-58.19480533600904,-19.896960500408852,-19.896960500408852,-28.788943449508082,-28.788943449508082,-12.85758454892914,-12.85758454892914,-22.405729968026435,-22.405729968026435,-22.825978402168175,-22.825978402168175,-38.41658065793115,-38.41658065793115,-41.19113412484825,-41.19113412484825,-27.238962708962163,-27.238962708962163,-25.291874522637784,-25.291874522637784,-8.331342452636704,-8.331342452636704,-39.93723248846601,-39.93723248846601,-35.233368919149484,-35.233368919149484,-26.862299984546382,-26.862299984546382,-23.642277713756044,-23.642277713756044,-25.398895237312274,-25.398895237312274,-41.851894401376285,-41.851894401376285,-11.638122071884936,-11.638122071884936,-22.245355833047626,-22.245355833047626,-72.84810205137808,-72.84810205137808,-16.426645361966237,-16.426645361966237,-30.264098984714565,-30.264098984714565,-41.64974102433206,-41.64974102433206,-41.021835545827116,-41.021835545827116,-22.580219156903183,-22.580219156903183,-56.38407552108026,-56.38407552108026,-50.16652510679694,-50.16652510679694,-47.00064106348407,-47.00064106348407,-42.136187532737324,-42.136187532737324,-30.54578062534273,-30.54578062534273,-36.39493662064473,-36.39493662064473,-34.96706241935101,-34.96706241935101
0,p_mw,bus,bus17,28.105959943884045,28.105959943884045,9.128247093303628,9.128247093303628,15.708574317902332,15.708574317902332,12.20201841251253,12.20201841251253,8.440347667235926,8.440347667235926,28.807963455475488,28.807963455475488,22.37337800446204,22.37337800446204,4.961691389548378,4.961691389548378,7.252207006751178,7.252207006751178,17.212244119398974,17.212244119398974,14.492098093198251,14.492098093198251,1.3686659045997658,1.3686659045997658,11.41793819217844,11.41793819217844,16.021186575666945,16.021186575666945,21.774668050478454,21.774668050478454,7.205276961940342,7.205276961940342,5.348335530789996,5.348335530789996,10.881665094725975,10.881665094725975,8.150004065694759,8.150004065694759,26.9567965382829,26.9567965382829,13.123088431785732,13.123088431785732,8.808871371248074,8.808871371248074,17.264486913778995,17.264486913778995,21.301237682429246,21.301237682429246,29.080919879335625,29.080919879335625,7.309682942493907,7.309682942493907,8.29558906163038,8.29558906163038,27.29881087678666,27.29881087678666,6.259096097832156,6.259096097832156,16.754563822738874,16.754563822738874,26.55783898669796,26.55783898669796,27.360605823501032,27.360605823501032,20.850242570599846,20.850242570599846,28.675051420121065,28.675051420121065,15.266009439548156,15.266009439548156,22.56376513186285,22.56376513186285,9.094128502611625,9.094128502611625,20.835089941691024,20.835089941691024,25.07297120316298,25.07297120316298,23.10178396096643,23.10178396096643
0,p_mw,bus,bus18,-3.2693139523155423,-3.2693139523155423,-23.886417614682955,-23.886417614682955,-7.482036915968024,-7.482036915968024,-17.777710726395867,-17.777710726395867,-10.417064678963868,-10.417064678963868,-25.235085845115123,-25.235085845115123,-18.37485802081926,-18.37485802081926,-4.175836136337239,-4.175836136337239,-17.90809534153891,-17.90809534153891,-23.80971791723732,-23.80971791723732,-13.076568611699145,-13.076568611699145,-23.388457007911427,-23.388457007911427,-7.626703025262259,-7.626703025262259,-3.173549728375349,-3.173549728375349,-4.438836971111414,-4.438836971111414,-2.639954518549814,-2.639954518549814,-4.594521393621619,-4.594521393621619,-11.250341044861273,-11.250341044861273,-22.76980021460247,-22.76980021460247,-14.048327935436816,-14.048327935436816,-24.517906529664742,-24.517906529664742,-7.601400147054619,-7.601400147054619,-22.766655365537076,-22.766655365537076,-18.79444128829573,-18.79444128829573,-16.720229769017124,-16.720229769017124,-9.531923484094364,-9.531923484094364,-20.13529066051524,-20.13529066051524,-34.73806397227395,-34.73806397227395,-13.529133778571094,-13.529133778571094,-8.677271847969337,-8.677271847969337,-21.178184386063208,-21.178184386063208,-3.1434090322765087,-3.1434090322765087,-19.81396833225972,-19.81396833225972,-11.24013799024948,-11.24013799024948,-13.860947069846475,-13.860947069846475,-14.445852268601584,-14.445852268601584,-15.966127376016061,-15.966127376016061,-3.7976652134231585,-3.7976652134231585,-1.5598337875661628,-1.5598337875661628,-2.7852313354996454,-2.7852313354996454
