iteration,field,type,id,2022-01-01 01:00:00,2022-01-01 02:00:00,2022-01-01 03:00:00,2022-01-01 04:00:00,2022-01-01 05:00:00,2022-01-01 06:00:00,2022-01-01 07:00:00,2022-01-01 08:00:00,2022-01-01 09:00:00,2022-01-01 10:00:00,2022-01-01 11:00:00,2022-01-01 12:00:00,2022-01-01 13:00:00,2022-01-01 14:00:00,2022-01-01 15:00:00,2022-01-01 16:00:00,2022-01-01 17:00:00,2022-01-01 18:00:00,2022-01-01 19:00:00,2022-01-01 20:00:00,2022-01-01 21:00:00,2022-01-01 22:00:00,2022-01-01 23:00:00,2022-01-02 00:00:00,2022-01-02 01:00:00,2022-01-02 02:00:00,2022-01-02 03:00:00,2022-01-02 04:00:00,2022-01-02 05:00:00,2022-01-02 06:00:00,2022-01-02 07:00:00,2022-01-02 08:00:00,2022-01-02 09:00:00,2022-01-02 10:00:00,2022-01-02 11:00:00,2022-01-02 12:00:00,2022-01-02 13:00:00,2022-01-02 14:00:00,2022-01-02 15:00:00,2022-01-02 16:00:00
0,p_mw,gen,g16,80.4143460994589,43.82134360240631,33.1614794114758,25.3143603929278,36.94225637628111,75.2295682769448,53.435547723376004,21.352262905399826,44.36603375383071,36.66054660605844,32.05312014828743,0.0,0.0,46.93819710559838,61.1205600390593,41.50518275962362,33.28754025425654,33.68568263760439,15.242347060354373,54.68458923337996,59.348992091346254,39.73412710632919,28.253705007490115,49.2147566057608,78.24046980740177,17.45699648080053,24.36155064857474,77.8463786600237,18.361874931241292,51.18773085945085,78.73105221330076,65.52421948942265,36.256090465185736,74.83051934305794,67.54159609040734,58.62026506303396,45.90029982050143,63.46944124090237,50.28813453170048,52.792867286993435
0,p_mw,gen,g18,-0.23101874181292512,22.235422009733117,4.69989008291683,14.676120878941115,7.900409475955113,25.010208091342815,18.08542174153416,1.102007164276045,14.435257244120265,22.237938990643126,10.12594228710172,34.73912436027857,0.0005224471423162553,0.0005224471423162553,5.793386527263116,-0.5538082157062485,1.2815806446750169,7.864782693502089,20.42928654931477,14.014793363979182,24.92210529585844,5.130184523887566,20.038697643746687,24.528591296961885,20.458865903288757,6.766202899519205,17.22635859314765,33.66388413497521,13.561979749281234,6.18521225671828,23.478138151504325,0.3338786222868153,17.0084767489527,9.173848524156632,13.51799452541868,12.614137031132758,15.399250375627306,2.7600625837856123,-1.4707967152900798,3.88750432670718
0,p_mw,gen,g7,31.310680651450284,45.24489075943932,36.078113482740136,27.64880375382075,34.15698673647371,68.34400301581347,62.14741421666028,12.645078119518287,41.776290537910725,54.97946028577937,11.929115939588653,87.15168483283304,3.105177360526054,5.076795182834198,42.77197854735003,21.465209495838767,22.45144246172531,16.849520122815143,39.29059584799779,25.608239092108306,63.71819208847387,29.838348673488973,33.225956438174904,77.81587612407336,73.93224644126995,30.067208583408025,38.35866056253138,82.01489875337076,18.180640283994865,35.93427656213387,70.91542182683644,19.205421131356196,35.73249384392964,46.82152427594968,65.98322082111562,63.36620369979244,68.41603128882643,51.82297046235343,21.15559109287579,40.96574687914382
0,q_mvar,gen,g0,8.953440675524048,17.25250987128144,102.04340224634993,99.2590994929661,106.00819499075176,8.958713669265228,74.70366669498621,97.6254995373187,8.892532601952166,105.77806236777631,95.29779433797275,3.6717484708651917,-0.9433066501407437,34.20437174091355,14.391642994659879,8.892420986704996,8.890175654456108,102.95639465775078,102.06539477836414,15.75203055954923,12.017433969955583,13.03877814708861,91.24916846977369,17.687048186684883,14.075625819563285,102.54756504064422,97.93536919361298,8.951299047597079,-2.283948123090954,9.127616140712751,17.295917242354243,10.926215874774146,101.49124099937404,8.946921447153825,8.920225182660122,8.93318266948591,8.899045864638396,12.561413449373564,103.0901245379794,10.809236817750493
0,q_mvar,gen,g1,32.96505299091163,32.21501662822654,-17.222526254101805,-19.371071043211092,-14.691292683651577,35.258017993208206,20.92889553372924,-19.920055426372276,33.14799102175639,-11.138973065286297,-21.15273862735734,36.32665156759218,-1.6065261314833745,-1.433101017416492,28.951153896615953,33.98874394496621,33.00342140651568,-16.046031889771875,-18.79108358874093,-3.440106175379762,35.11517098084024,34.18281799547826,-21.008506181069695,36.36035001402008,36.523211115016124,-18.072145632022252,-19.701024677043524,34.580873429661665,-1.6910616188693686,34.23351408612646,33.65155389709055,32.69627925031601,-16.52574563131094,34.49411559741004,34.11421121134166,34.75945824313889,34.77032627175418,37.12056729151958,-16.597858485331322,1.6580562134496377
0,q_mvar,gen,g11,7.9042058989764055,0.25428344659854135,-25.804143376405808,-25.533457148973998,-25.50455908178194,9.097597193923665,-23.929223243714244,-25.35961714982471,0.881729835649463,-24.74407217098345,-25.140150433441473,-6.5407803882232045,-4.568978817175172,-16.31515810718947,1.4664627978995306,0.8784429082982947,3.448394138034692,-25.61593507515915,-25.54865885730347,-4.064290855029191,5.676902344032601,0.6280059143065809,-24.545298877890755,1.1152615772067485,6.4438571954667365,-25.71088809601831,-25.792202210905458,7.85165294960059,-2.0692846124350868,4.818206268591674,6.158320008344288,2.2246016653608973,-25.58670366644519,2.5012748770386897,6.976062289749718,4.92576695107147,3.6819334522255325,7.082466892233152,-26.46409488696138,-2.138680921460206
0,q_mvar,gen,g16,-7.8416796843812,-4.035934532798329,-23.294815082709828,-22.595730203420057,-24.83899563995947,-8.81661545651779,-9.979071823021075,-21.94343264714147,-3.759063549500393,-25.488557098340916,-20.258330162452932,0.0,0.0,-8.164060320094343,-3.7889213167522025,-3.8378985336690605,-6.481875017950377,-24.156019232373726,-24.070325927833274,-2.8645304454967104,-7.902758458887669,-4.029233997271877,-19.625984161638222,-4.174323801986217,-7.155708855679334,-24.013633260830847,-22.023647690266454,-7.952164016316369,-3.4890375138171743,-6.91350433948087,-7.418914270096512,-3.606743223466479,-23.044041891668382,-3.2006327090992692,-8.327752656715548,-6.459737622651953,-6.379137294815293,-8.53897284507505,-21.56433440752464,-4.332344528604573
0,q_mvar,gen,g18,-11.356218511722757,-8.426546419313087,-10.435539457897026,-7.691616183736528,-10.522514059796249,-11.987131917828364,-15.321206866611064,-8.541865863888486,-9.96365332709066,-10.068406965428794,-6.942989930808828,-26.431724116365835,-1.51242296420196,-1.51242296420196,-1.461016254098356,-10.829313369116534,-10.46747875864948,-8.748068953176615,-7.613659052315562,-1.7220735050594014,-10.872215648608083,-10.748693024516603,-6.164074492877959,-17.161933987061012,-16.317349189690226,-9.569788350401401,-7.789567832169126,-15.565357156859509,-0.49822366660973916,-11.134949465747956,-12.717256657680435,-10.25303577496007,-8.368142694142945,-11.835009141006829,-14.278119293934283,-14.011093739978834,-14.787974313441465,-14.550802070096722,-10.368947342376448,-3.9297693547138457
0,q_mvar,gen,g7,-24.593933927200904,-25.060532871050533,-21.40017200084315,-21.69564204155561,-25.707607323214177,-22.698657988768876,-31.73575574146908,-22.544322859806385,-25.4477005792095,-24.480676423845814,-22.140348130257458,-5.924466961788416,-2.2034385913866883,-2.353950610692897,-29.20912630626193,-26.60440537893,-26.070625861646334,-24.91433874300991,-22.95952174257801,-5.189069347122993,-24.096065652301938,-26.570566226343857,-18.540056218941224,-17.19238064868083,-18.899224734546124,-23.348652410972676,-19.189130003828833,-16.023397017864493,-2.7102234613659575,-25.929474164906058,-19.63105176873237,-26.071612097863067,-23.442074912063525,-24.738820325575634,-19.291860195011566,-20.899789255802755,-19.314878857680593,-23.727902661277408,-24.224862965414378,-3.557907967212247
0,i_ka,line,line1,0.006376697933096814,0.4143183132592654,0.42751857083208805,0.4275185708277858,0.4275185708320883,0.0063756170309572716,0.43092435767510884,0.42751857082809736,0.0063895769056180425,0.4275185708257293,0.4275185708282735,0.08461038405811727,0.0055011622687007,0.43685227243800545,0.3351599034256218,0.006389600876976605,0.006390137096850661,0.4275185708320884,0.42751857082757344,0.4238718225092125,0.25265363632873994,0.29190945681408026,0.4275185708320872,0.42413086006719164,0.3245092800551731,0.4275185708275266,0.427518570827971,0.0063771548349926205,0.05151456085163504,0.06493937589453484,0.41405712361790553,0.20176695281104415,0.4275185708274448,0.006377952675011965,0.006383791399345094,0.006380940870804027,0.006388235223850195,0.2730827972427413,0.4275185708272887,0.23738499932229026
