,z
637,0.011953869242464
638,0.011973728249720095
639,0.011993589371216196
640,0.01201345260741149
641,0.0120333179587645
642,0.012053185425734636
643,0.01207305500878142
644,0.012092926708363927
645,0.012112786589958513
646,0.012132662523697713
647,0.012152540575352422
648,0.012172420745382273
649,0.012192303034247676
650,0.012212187442409261
651,0.012232073970327662
652,0.012251962618463397
653,0.012271853387277432
654,0.012291746277230842
655,0.012311641288784925
656,0.01233153842240109
657,0.012351437678540966
658,0.012371339057666075
659,0.01239124256023827
660,0.012411148186719734
661,0.012431055937572655
662,0.01245096581325933
663,0.012470877814242387
664,0.012490791940984347
665,0.012510708193948172
666,0.01253062640288316
667,0.012550546543194319
668,0.012570468807354684
669,0.012590393195817118
670,0.012610319709033813
671,0.01263024834745774
672,0.012650179111541426
673,0.012670112001738287
674,0.012690047018501072
675,0.012709984162283416
676,0.012729923433538293
677,0.012749864832719893
678,0.012769808360281298
679,0.012789754016676591
680,0.012809701802360074
681,0.012829651717785273
682,0.012849603763407158
683,0.012869557939679699
684,0.012889514247057643
685,0.012909472685995627
686,0.012929433256948952
687,0.012949395960371812
688,0.012969360796719953
689,0.012989327766448788
690,0.013009296870013287
691,0.013029268107869307
692,0.013049241480472706
693,0.01306921698827923
694,0.013089194631744738
695,0.013109174411325863
696,0.013129156327478575
697,0.013149140380659396
698,0.013169126571324963
699,0.01318911489993213
700,0.013209105366937757
701,0.013229097972798809
702,0.013249092717972588
703,0.013269089602916284
704,0.013289088628087642
705,0.013309089793944184
706,0.013329093100943434
707,0.013349098549543692
708,0.013369106140202924
709,0.013389115873379542
710,0.013409127749531513
711,0.01342914176911747
712,0.013449157932596267
713,0.01346917624042665
714,0.013489196693067473
715,0.013509219290977925
716,0.013529244034617305
717,0.0135492709244448
718,0.013569299960920156
719,0.013589331144503003
720,0.013609364475653307
721,0.013629399954830701
722,0.013649437582495705
723,0.013669477359108395
724,0.013689519285129292
725,0.013709563361018917
726,0.013729609587238123
727,0.01374965796424743
728,0.013769708492508359
729,0.01378976117248154
730,0.013809816004628828
731,0.013829872989411296
732,0.013849932127290798
733,0.013869993418728743
734,0.013890056864187428
735,0.013910122464128816
736,0.013930190219015093
737,0.013950260129308445
738,0.013970332195471502
739,0.013990406417967005
740,0.014010482797257695
741,0.014030561333806313
742,0.014050642028076266
743,0.014070724880530738
744,0.014090809891632916
745,0.014110897061846539
746,0.014130986391635236
747,0.014151077881462748
748,0.014171171531793259
749,0.01419126734309073
750,0.014211365315819569
751,0.01423146545044418
752,0.014251567747429195
753,0.014271672207239128
754,0.014291778830339164
755,0.014311887617194263
756,0.014331998568269277
757,0.014352111684030389
758,0.014372226964941892
759,0.014392345236272974
760,0.01441246486134129
761,0.014432586653070345
762,0.014452710611926656
763,0.01447283673837707
764,0.01449296503288866
765,0.014513095495928385
766,0.014533228127963427
767,0.0145533629294613
768,0.01457349990088952
769,0.014593639042715711
770,0.014613780355407835
771,0.01463392383943396
772,0.014654069495262156
773,0.014674217323360605
774,0.014694367324198043
775,0.014714519498242762
776,0.01473467384596372
777,0.014754830367829874
778,0.014774989064310295
779,0.014795149935874052
780,0.014815312982990547
781,0.014835478206129404
782,0.014855645605760248
783,0.014875815182353036
784,0.014895986936377614
785,0.014916160868304051
786,0.014936336978602749
787,0.01495651526774422
788,0.014976695736198975
789,0.01499687838443775
790,0.015017063212931392
791,0.015037250222151188
792,0.015057439412568097
793,0.015077630784653628
794,0.015097824338879184
795,0.01511802007571661
796,0.015138217995637526
797,0.015158418099114002
798,0.015178620386618324
799,0.01519882485862245
800,0.015219031515599002
801,0.0152392403580206
802,0.015259451386359979
803,0.015279664601089982
804,0.015299880002683564
805,0.015320097591614235
806,0.015340317368355061
807,0.015360539333379664
808,0.015380763487161775
809,0.015400989830175238
810,0.015421218362893896
811,0.015441449085791925
812,0.015461681999343613
813,0.015481917104023357
814,0.015502154400306
815,0.015522393888665942
816,0.015542635569578356
817,0.015562879443518085
818,0.015583125510960638
819,0.01560337377238108
820,0.01562362422825514
821,0.015643876879058327
822,0.015664131725266595
823,0.015684388767356117
824,0.015704648005802624
825,0.015724909441082624
826,0.015745173073672625
827,0.015765438904049245
828,0.015785706932689103
829,0.015805977160069373
830,0.015826249586666785
831,0.015846524212958957
832,0.01586680103942284
833,0.015887080066536496
834,0.015907361294777322
835,0.015927644724623047
836,0.015947930356551954
837,0.015968218191042105
838,0.015988508228571785
839,0.01600880046961972
840,0.0160290949146642
841,0.01604939156418428
842,0.016069690418658578
843,0.016089991478566712
844,0.01611029474438741
845,0.01613060021660051
846,0.016150907895685296
847,0.016171217782121827
848,0.01619152987638961
849,0.016211844178969037
850,0.01623216069034006
851,0.01625247941098329
852,0.0162728003413789
853,0.016293123482007843
854,0.01631344883335084
855,0.016333776395888955
856,0.016354106170103466
857,0.016374438156475102
858,0.016394772355486142
859,0.016415108767617426
860,0.016435447393351454
861,0.01645578823316962
862,0.01647613128755432
863,0.016496476556987716
864,0.016516824041951983
865,0.016537173742930067
866,0.016557525660404582
867,0.01657787979485814
868,0.016598236146774137
869,0.016618594716635626
870,0.016638955504926
871,0.016659318512128762
872,0.016679683738727413
873,0.01670005118520601
874,0.016720420852048612
875,0.016740792739739052
876,0.016761166848761944
877,0.016781543179601566
878,0.016801921732742753
879,0.016822302508670006
880,0.016842685507868382
881,0.01686307073082316
882,0.016883458178019395
883,0.016903847849942366
884,0.01692423974707813
885,0.016944633869912074
886,0.016965030218930255
887,0.016985428794618396
888,0.017005829597463107
889,0.017026232627950666
890,0.01704663788656746
891,0.01706704537380055
892,0.017087455090136094
893,0.01710786703606193
894,0.017128281212064778
895,0.017148697618631914
896,0.01716911625625106
897,0.017189537125409826
898,0.017209960226595933
899,0.017230385560297323
900,0.017250813127002274
901,0.01727124292719906
902,0.01729167496137618
903,0.01731210923002202
904,0.017332545733625526
905,0.017352984472675637
906,0.017373425447661406
907,0.01739386865907211
908,0.017414314107397355
909,0.01743476179312642
910,0.01745521171674924
911,0.017475663878755543
912,0.017496118279635597
913,0.01751657491987957
914,0.01753703379997773
915,0.01755749492042069
916,0.01757795828169928
917,0.017598423884304215
918,0.01761889172872666
919,0.017639361815457666
920,0.017659834144988507
921,0.017680308717811122
922,0.017700785534416785
923,0.017721264595297548
924,0.017741745900945127
925,0.01776222945185224
926,0.017782715248510494
927,0.01780320329141305
928,0.01782369358105218
929,0.017844186117920713
930,0.017864680902511698
931,0.017885177935318408
932,0.017905677216833782
933,0.017926178747551758
934,0.017946682527965496
935,0.017967188558569158
936,0.01798769683985635
937,0.01800820737232156
938,0.018028720156458844
939,0.01804923519276258
940,0.018069752481727486
941,0.018090272023848386
942,0.018110793819620108
943,0.01813131786953781
944,0.018151844174096432
945,0.01817237273379191
946,0.01819290354911962
947,0.018213436620575174
948,0.018233971948654726
949,0.01825450953385388
950,0.01827504937666946
951,0.018295591477597517
952,0.01831613583713476
953,0.018336682455777797
954,0.01835723133402356
955,0.018377782472368986
956,0.018398335871311677
957,0.01841889153134868
958,0.01843944945297782
959,0.018460009636696362
960,0.018480572083002578
961,0.0185011367923944
962,0.01852170376536999
963,0.018542273002427723
964,0.0185628445040662
965,0.018583418270784025
966,0.01860399430308013
967,0.01862457260145356
968,0.018645153166403583
969,0.018665735998429356
970,0.0186863210980307
971,0.018706908465706884
972,0.018727498101958062
973,0.01874809000728428
974,0.01876868418218558
975,0.01878928062716234
976,0.018809879342715163
977,0.018830480329344756
978,0.01885108358755172
979,0.018871689117837542
980,0.018892296920702822
981,0.01891290699664927
982,0.018933519346178374
983,0.01895413396979173
984,0.018974750867991275
985,0.018995370041278936
986,0.01901599149015687
987,0.01903661521512745
988,0.019057241216693166
989,0.019077869495356836
990,0.019098500051621392
991,0.01911913288598921
992,0.01913976799896433
993,0.01916040539104935
994,0.019181045062748314
995,0.019201687014564595
996,0.019222331247002233
997,0.01924297776056505
998,0.019263626555757307
999,0.01928427763308338
1000,0.019304930993047864
1001,0.019325586636155134
1002,0.019346244562910453
1003,0.019366904773818416
1004,0.01938756726938462
1005,0.019408232050114216
1006,0.019428899116512466
1007,0.01944956846908552
1008,0.019470240108338865
1009,0.019490914034778983
1010,0.01951159024891147
1011,0.019532268751243143
1012,0.019552949542280262
1013,0.019573632622529535
1014,0.019594317992498222
1015,0.019615005652692585
1016,0.019635695603620662
1017,0.01965638784578938
1018,0.019677082379706112
1019,0.019697779205879007
1020,0.019718478324815436
1021,0.019739179737024104
1022,0.019759883443012716
1023,0.019780589443289642
1024,0.019801297738363588
1025,0.01982200832874348
1026,0.019842721214937797
1027,0.019863436397455803
1028,0.019884153876806754
1029,0.01990487365350002
1030,0.019925595728044976
1031,0.019946320100951764
1032,0.01996704677272998
1033,0.019987775743889657
1034,0.02000850701494128
1035,0.02002924058639477
1036,0.020049976458761498
1037,0.020070714632551723
1038,0.020091455108276368
1039,0.02011219788644658
1040,0.02013294296757362
1041,0.020153690352169185
1042,0.020174440040744313
1043,0.02019519203381126
1044,0.02021594633188184
1045,0.020236702935468198
1046,0.02025746184508248
1047,0.0202782230612375
1048,0.02029898658444529
1049,0.020319752415218995
1050,0.020340520554071873
1051,0.020361291001516513
1052,0.020382063758066504
1053,0.020402838824235325
1054,0.020423616200536787
1055,0.020444395887484368
1056,0.020465177885592323
1057,0.020485962195374685
1058,0.020506748817346043
1059,0.02052753775202054
1060,0.0205483289999131
1061,0.020569122561538644
1062,0.02058991843741198
1063,0.020610716628048253
1064,0.020631517133963162
1065,0.02065231995567196
1066,0.02067312509369068
1067,0.02069393254853491
1068,0.02071474232072079
1069,0.02073555441076469
1070,0.020756368819182858
1071,0.020777185546491883
1072,0.020798004593208574
1073,0.02081882595984985
1074,0.020839649646932856
1075,0.02086047565497462
1076,0.02088130398449306
1077,0.02090213463600532
1078,0.02092296761002932
1079,0.02094380290708331
1080,0.020964640527684875
1081,0.020985480472352824
1082,0.0210063227416053
1083,0.021027167335961217
1084,0.021048014255939274
1085,0.021068863502058388
1086,0.021089715074838034
1087,0.02111056897479735
1088,0.02113142520245581
1089,0.021152283758333112
1090,0.021173144642949282
1091,0.021194007856824237
1092,0.02121487340047823
1093,0.02123574127443173
1094,0.021256611479205323
1095,0.021277484015319592
1096,0.021298358883295454
1097,0.021319236083654047
1098,0.021340115616916733
1099,0.021360997483604982
1100,0.021381881684240267
1101,0.02140276821934428
1102,0.021423657089439385
1103,0.02144454829504716
1104,0.021465441836690635
1105,0.021486337714891612
1106,0.02150723593017323
1107,0.021528136483057847
1108,0.021549039374069157
1109,0.02156994460372974
1110,0.02159085217256329
1111,0.021611762081093167
1112,0.02163267432984317
1113,0.02165358891933733
1114,0.021674505850099557
1115,0.0216954251226541
1116,0.021716346737525538
1117,0.02173727069523812
1118,0.021758196996317092
1119,0.021779125641287145
1120,0.021800056630673303
1121,0.021820989965000925
1122,0.0218419256447957
1123,0.02186286367058321
1124,0.021883804042889032
1125,0.021904746762239524
1126,0.0219256918291606
1127,0.021946639244178723
1128,0.021967589007820587
1129,0.02198854112061277
1130,0.022009495583082073
1131,0.02203045239575596
1132,0.022051411559160905
1133,0.022072373073825147
1134,0.02209333694027582
1135,0.02211430315904095
1136,0.022135271730648443
1137,0.022156242655626324
1138,0.022177215934502947
1139,0.02219819156780678
1140,0.02221916955606673
1141,0.022240149899811268
1142,0.022261132599569744
1143,0.02228211765587118
1144,0.022303105069244933
1145,0.022324094840220687
1146,0.022345086969328243
1147,0.022366081457097398
1148,0.022387078304058283
1149,0.02240807751074103
1150,0.022429079077676328
1151,0.02245008300539464
1152,0.02247108929442687
1153,0.022492097945303935
1154,0.02251310895855707
1155,0.022534122334717632
1156,0.022555138074317194
1157,0.02257615617788722
1158,0.022597176645959616
1159,0.022618199479066847
1160,0.022639224677740932
1161,0.022660252242514223
1162,0.02268128217391918
1163,0.02270231447248927
1164,0.02272334913875651
1165,0.022744386173254583
1166,0.02276542557651695
1167,0.022786467349076522
1168,0.022807511491467647
1169,0.022828558004223787
1170,0.02284960688787918
1171,0.02287065814296796
1172,0.02289171177002447
1173,0.022912767769583398
1174,0.022933826142179425
1175,0.02295488688834768
1176,0.02297595000862307
1177,0.02299701550354105
1178,0.023018083373637088
1179,0.02303915361944664
1180,0.023060226241505943
1181,0.023081301240350793
1182,0.023102378616517427
1183,0.023123458370542194
1184,0.023144540502961775
1185,0.023165625014312963
1186,0.02318671190513255
1187,0.023207801175957665
1188,0.023228892827325764
1189,0.023249986859774197
1190,0.023271083273840643
1191,0.023292182070063228
1192,0.02331328324897941
1193,0.023334386811128094
1194,0.02335549275704707
1195,0.02337660108727535
1196,0.023397711802351395
1197,0.023418824902814217
1198,0.02343994038920305
1199,0.023461058262057022
1200,0.02348217852191603
1201,0.02350330116931898
1202,0.02352442620480666
1203,0.023545553628918525
1204,0.023566683442194925
1205,0.023587815645176313
1206,0.023608950238403037
1207,0.02363008722241644
1208,0.02365122659775687
1209,0.023672368364965668
1210,0.023693512524584293
1211,0.0237146590771542
1212,0.023735808023216842
1213,0.023756959363314567
1214,0.02377811309798894
1215,0.023799269227782527
1216,0.02382042775323745
1217,0.02384158867489672
1218,0.02386275199330301
1219,0.02388391770899878
1220,0.023905085822528038
1221,0.02392625633443357
1222,0.023947429245258944
1223,0.023968604555548167
1224,0.023989782265844917
1225,0.024010962376693423
1226,0.024032144888637696
1227,0.024053329802222412
1228,0.024074517117992245
1229,0.024095706836491648
1230,0.024116898958266186
