strata,iteration,field,type,id,2022-01-01 01:00:00,2022-01-01 02:00:00,2022-01-01 03:00:00,2022-01-01 04:00:00,2022-01-01 05:00:00,2022-01-01 06:00:00,2022-01-01 07:00:00,2022-01-01 08:00:00,2022-01-01 09:00:00,2022-01-01 10:00:00,2022-01-01 11:00:00,2022-01-01 12:00:00,2022-01-01 13:00:00,2022-01-01 14:00:00,2022-01-01 15:00:00,2022-01-01 16:00:00,2022-01-01 17:00:00,2022-01-01 18:00:00,2022-01-01 19:00:00,2022-01-01 20:00:00,2022-01-01 21:00:00,2022-01-01 22:00:00,2022-01-01 23:00:00,2022-01-02 00:00:00,2022-01-02 01:00:00,2022-01-02 02:00:00,2022-01-02 03:00:00,2022-01-02 04:00:00,2022-01-02 05:00:00,2022-01-02 06:00:00,2022-01-02 07:00:00,2022-01-02 08:00:00,2022-01-02 09:00:00,2022-01-02 10:00:00,2022-01-02 11:00:00,2022-01-02 12:00:00,2022-01-02 13:00:00,2022-01-02 14:00:00,2022-01-02 15:00:00,2022-01-02 16:00:00
0,0,p_mw,bus,bus1,-325.37759382770025,-201.30414183580268,-171.70639817919033,-256.418331757263,-279.63463990003936,-189.91372078487336,-212.53934385170515,-156.3756697414134,-279.1772427821472,-316.50631809476954,-147.2300861810523,-186.65354628970445,-292.0914472630134,-202.98770907324666,-157.72405919679315,-175.98966590851137,-198.2775759708102,-186.12184377210005,-113.15382814069699,-86.03934022087104,-289.66346589458715,-243.60191134252102,-102.17777849550392,-167.85844065424547,-208.27722993952443,-110.28076038502113,-112.42165594374453,-306.7989089650272,-17.677601536537626,-341.7809185120756,-212.00654315823698,-274.0003200493615,-158.82335475809825,-148.92391612151093,-159.24048444107723,-279.15481663861345,-172.49766579276096,-174.73581719799387,-305.8584359989997,-78.50853854148086
0,0,p_mw,bus,bus10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,p_mw,bus,bus11,-58.603562656508984,-29.87514671734465,-7.468680574680604,-5.238453302611106,-15.282294440336159,-48.34818674736607,-23.874682954599393,-8.176270251875337,-72.63049409507602,-14.186476593965438,-8.9617774895369,-6.132199990815934e-05,-6.132199996500276e-05,-8.527719773162005,-49.73804457924297,-81.8528039560008,-68.13377815492998,-5.582643202979511,-2.6832577805409414,-1.3784107699233914,-34.132241543942826,-31.73638479334545,-5.432014936642787,-31.517862288632102,-33.530790341875786,-5.491862946978671,-10.470033484069859,-60.54273430243279,-6.420538224601472,-38.404831875726245,-29.56368948332306,-39.10316188284537,-6.915498870361148,-58.57815835325334,-48.78660907723969,-54.92472650051411,-52.595945702328436,-29.56733401884685,-16.5056343390537,-24.158463195822435
0,0,p_mw,bus,bus12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,p_mw,bus,bus13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,p_mw,bus,bus14,18.51149515620341,25.8216398721583,15.139846487858904,14.057153215737003,34.769894701351745,1.2908381869684717,9.391038061691063,29.74454284920847,32.21467538333343,6.06482203904568,29.897647380607907,7.693369943584116,11.06707605104657,13.475341204158383,23.852924444568487,0.0,0.0,0.0,0.0,0.0,23.654189602903557,18.643492914983767,17.908309647991558,1.697389633620503,16.213300621165445,7.5164526279336314,26.682581635043874,15.737030395495594,18.526972466715875,3.2852857421399904,23.455330035457166,16.490662737202285,7.5672588484642915,30.97918145052944,29.840619782606723,2.9077882765999448,17.47752896001316,5.766369475332567,27.51716481593587,22.59283614222886
0,0,p_mw,bus,bus15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,p_mw,bus,bus16,-67.3723159528887,-28.47994049848313,-22.79879463165031,-19.122525092429782,-29.18310303266395,-47.77547884075841,-29.24632360130869,-21.77152763970014,-58.19480530474675,-19.89696068001581,-28.788944160457078,-9.155299077523125,-22.868342805721852,-30.14177099505764,-47.22504585287032,-7.25084010367101,-5.373780513388965,-10.984834122835537,-8.208109543716631,-27.594874617333033,-35.29739634177406,-26.91323511001758,-23.753346338452957,-27.167209212377315,-41.820303184061345,-11.638121935397521,-22.245355857941547,-72.84810204565895,-16.42664536196679,-30.264098961621585,-41.649741024332684,-41.02183556264481,-22.580219156903127,-56.38407552197498,-50.16652509340997,-47.00064106324942,-42.136187517448775,-30.54578063525645,-36.39493711762066,-34.96706247512674
0,0,p_mw,bus,bus17,28.105959943884045,9.128247093303628,15.708574317902332,12.20201841251253,8.440347667235926,28.807963455475488,22.37337800446204,4.961691389548378,7.252207006751178,17.212244119398974,14.492098093198251,1.3686659045997658,11.41793819217844,16.021186575561842,21.77466805047868,7.205276961940569,5.348335530790507,10.881665094725747,8.150004065694787,26.956796537734164,13.123088431788801,8.808871369689427,17.264486913783998,21.301237682429246,29.08091987786662,7.309682942493907,8.29558906163038,27.29881087678666,6.259096097832156,16.754563822738874,26.55783898669796,27.360605823501032,20.850242570599846,28.675051420121065,15.266009439548156,22.56376513186285,9.094128502611625,20.835089941691024,25.07297120316298,23.10178396096643
0,0,p_mw,bus,bus18,-3.2693139907160003,-23.88641761226279,-7.482036915968024,-17.77771073237699,-10.41706469001798,-25.235085845257004,-18.37485802081909,-4.175836136433702,-17.908095358021,-23.80971791882405,-13.076568618859312,-3.8089739315039424,-1.8084175835043652,-5.39702840001155e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.531923486329845,-20.135290661422403,-34.73806403639492,-13.529133778571236,-8.677271848485589,-21.17818438606332,-3.1434090323529063,-19.813968332259662,-11.240137990354867,-13.860947070889893,-14.44585226854997,-15.966127376292206,-3.7976652163220024,-1.5598336628357856,-2.785231334545472
0,0,p_mw,bus,bus2,241.7167300921134,156.23625852386616,158.125358848471,247.8362066980621,260.85070566141815,113.34637802459935,170.20448865403483,149.37393540145743,191.5591234871408,295.5866981402135,142.40365612121812,135.98605282179756,208.94708614261194,181.84699679773655,89.64493157171536,86.23878754738024,108.47817213919215,166.75213855834494,101.18463397949989,77.05375026838821,232.79887586693872,191.01927487544754,100.22130731152599,113.4569224600798,152.920843304703,97.75878955696544,104.10144451317498,219.29138067887789,9.700015395032198,277.25573536636693,163.5189770712222,216.37714266754998,144.58018920831063,76.67234751322954,86.23514303892753,198.41912787121933,95.23167713899034,118.95283858714397,293.502045705189,43.45390630840128
0,0,p_mw,bus,bus3,231.628776801271,105.90795972821255,14.228927441554788,12.900873050832303,25.610649736684138,204.00942507102405,90.41901685538488,-2.168549593931374,250.24762671067316,44.42523000166068,-5.187441618051622,82.0107962049187,78.78299554330269,29.090672254459832,113.17632026934109,161.9429810861078,149.66694244210262,24.477973783335983,15.036522485498239,15.224121099917284,132.82397356445836,126.85071214695199,-6.351739885805387,99.93486790355215,119.4135691663198,13.538336289132502,8.708894263042623,247.96781839975768,10.27264594826893,167.64730752995143,104.26678308632341,142.82257475362226,21.29541948403468,185.88459162120805,184.37825594338412,222.94497111413847,207.1437878948502,129.56944502874325,15.974146504069665,64.21458485155371
0,0,p_mw,bus,bus4,-74.41574654636247,-45.3311784748235,-22.78555920628324,-23.011617076490438,-10.901055153559355,-54.89431918609017,-26.248265098374702,0.518810773103553,-73.23075299715396,-30.977429233827877,3.2332919619635163,-33.47954978890414,0.0,-5.684341886080802e-14,2.842170943040401e-14,-3.821258508196479e-05,-3.821258519565163e-05,-3.82125851103865e-05,-0.5958087888203636,-5.013290050088955,-48.413205202429765,-47.24218614507754,1.5380454108501453,-39.327338439042364,-32.56959070678323,-6.499919661128985,-29.3153165242268,-52.818683623691584,-9.31371885622525,-54.12524968496183,-57.80398140201538,-48.9396516709553,-20.20626047790782,-59.53806167726469,-72.0575786189772,-68.75118103158547,-68.9885243690714,-39.87074188774835,-13.390128761279641,-33.080669396106344
0,0,p_mw,bus,bus5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,p_mw,bus,bus6,20.885850506832185,15.373588651484283,46.69898667187607,30.882597665835704,18.097034267865524,21.237028127590975,12.248348418721264,13.704858335238384,14.534444968626417,39.36545834381076,2.2259149436599728,44.44704881290528,24.447587553557298,21.69509747629155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.66286447407373,22.84460454005432,24.62120381791641,48.883319636140584,32.14068184895552,10.214942994358324,9.846175949724739,49.18292985597225,2.4678965343593973,29.669335577736206,17.901876516677305,49.21896331535896,39.09159275626632,45.348984201090104,18.206178672293106,24.233863266607557,44.682476815507584
